,Name,Base_Salary,HRA,Bonus,Deductions,Gross_Salary,Net_Salary
930,Employee_930,478142,19553,4489,6852,502184,486200.45
931,Employee_931,710508,19116,4351,6657,733975,705832.1
932,Employee_932,587767,12547,4576,5505,604890,584767.85
933,Employee_933,1269619,11545,8478,1694,1289642,1192328.6
934,Employee_934,2073088,18569,2444,3540,2094101,1777901.4
935,Employee_935,2039214,16565,4596,6119,2060375,1751113.0
936,Employee_936,157499,25851,2618,8261,185968,177707.0
937,Employee_937,338594,20177,31,3386,358802,353484.75
938,Employee_938,895865,20604,6113,7653,922582,874731.2
939,Employee_939,1174278,28837,5177,6543,1208292,1124830.75
940,Employee_940,820130,17306,4188,7928,841624,801264.2
941,Employee_941,1939053,20311,2259,9977,1961623,1679252.4
942,Employee_942,2456252,16316,2824,2597,2475392,2045072.2
943,Employee_943,883100,29815,2518,8258,915433,868613.2
944,Employee_944,163619,15947,7091,7426,186657,179231.0
945,Employee_945,594379,26173,4901,5991,625453,604498.0
946,Employee_946,1399434,23766,1986,1537,1425186,1303365.0
947,Employee_947,564515,25416,972,8009,590903,569619.65
948,Employee_948,887541,24640,6516,5751,918697,873540.3
949,Employee_949,2977690,25711,5326,8098,3008727,2415724.2
950,Employee_950,1249072,26353,2216,9127,1277641,1178256.4
951,Employee_951,2900166,12898,605,7894,2913669,2345543.7
952,Employee_952,920893,18252,2379,5537,941524,893659.8
953,Employee_953,1962677,14865,7101,9296,1984643,1694413.6
954,Employee_954,1018340,27934,7377,5311,1053651,994482.45
955,Employee_955,586878,21587,2716,5806,611181,590895.3
956,Employee_956,764856,17364,9752,5132,791972,759379.2
957,Employee_957,1152076,10962,9961,8391,1172999,1090302.45
958,Employee_958,1265094,20184,3385,2430,1288663,1192537.2
959,Employee_959,175916,19430,8887,7076,204233,197157.0
960,Employee_960,1583217,20960,4485,1514,1608662,1440837.4
961,Employee_961,175450,19803,4762,8411,200015,191604.0
962,Employee_962,2974748,21309,2644,8899,2998701,2406584.4
963,Employee_963,1116261,11790,5194,7203,1133245,1057823.75
964,Employee_964,689656,10605,4218,9315,704479,675470.3
965,Employee_965,1407992,17992,1914,5111,1427898,1300805.8
966,Employee_966,2155875,26969,2631,7929,2185475,1839994.2
967,Employee_967,2307306,18424,928,9840,2326658,1934347.8
968,Employee_968,2678905,12469,1166,9557,2692540,2188961.7
969,Employee_969,408110,21695,9427,6516,439232,426839.15
970,Employee_970,1535146,26667,6703,5591,1568516,1410370.3
971,Employee_971,2741776,11974,9057,9586,2762807,2237971.1
972,Employee_972,1423643,24988,4409,8935,1453040,1318494.6
973,Employee_973,1101542,25447,8735,9381,1135724,1059801.45
974,Employee_974,1388175,20710,1600,1843,1410485,1290687.0
975,Employee_975,1871698,25857,5146,4243,1902701,1645404.8
976,Employee_976,2502037,10405,4500,9970,2516942,2065010.9
977,Employee_977,1445029,22242,9188,7703,1476459,1337912.6
978,Employee_978,1910589,10366,5196,7282,1926151,1654133.5
979,Employee_979,1198163,29442,1247,6196,1228852,1142744.5
980,Employee_980,310883,11771,8604,4995,331258,325288.65
981,Employee_981,897452,16549,9315,3438,923316,879201.3
982,Employee_982,1783261,29974,5583,9782,1818818,1582382.8
983,Employee_983,369535,21466,2424,3468,393425,386359.05
984,Employee_984,2723865,18568,6892,3742,2749325,2236355.9
985,Employee_985,2680680,24511,4598,5371,2709789,2208834.6
986,Employee_986,2202840,22844,3230,5061,2228914,1872032.0
987,Employee_987,784201,26228,6879,3619,817308,784581.0
988,Employee_988,504785,28271,8464,9017,541520,521840.55000000005
989,Employee_989,2892284,21026,670,7064,2913980,2349029.8
990,Employee_990,2557461,19222,1507,6106,2578190,2114393.6
991,Employee_991,475199,27738,101,1277,503038,492996.0
992,Employee_992,2650798,16042,3371,3622,2670211,2180338.3
993,Employee_993,2318909,13242,3275,6791,2335426,1941979.8
994,Employee_994,1064085,20667,8083,8564,1092835,1023445.8
995,Employee_995,2978385,26700,4090,6671,3009175,2417761.5
996,Employee_996,2143326,29753,4501,6225,2177580,1837006.9
997,Employee_997,2874380,15645,4983,7636,2895008,2333563.1
998,Employee_998,1476235,14189,5084,9324,1495508,1349920.2
999,Employee_999,321068,23545,1356,2936,345969,341911.8
1000,Employee_1000,568635,25932,910,9696,595477,572303.75
1001,Employee_1001,749569,18796,8565,6861,776930,744255.6
1002,Employee_1002,1548019,20296,9932,2383,1578247,1418478.7
1003,Employee_1003,216424,21756,2376,6007,240556,234549.0
1004,Employee_1004,2433516,16587,231,3493,2450334,2026716.9
1005,Employee_1005,2203075,17100,401,5776,2220576,1863757.2
1006,Employee_1006,2905142,20584,9252,8981,2934978,2361678.8
1007,Employee_1007,1257161,25008,6226,4101,1288395,1191616.6
1008,Employee_1008,1376311,17465,1390,6349,1395166,1273276.8
1009,Employee_1009,1765551,28070,2251,9894,1795872,1565637.4
1010,Employee_1010,2818867,17102,6530,3504,2842499,2301375.9
1011,Employee_1011,2167558,14543,366,1515,2182467,1840574.8
1012,Employee_1012,2301673,16509,2951,3863,2321133,1935882.8
1013,Employee_1013,1568419,26673,6458,5248,1601550,1433838.9
1014,Employee_1014,585040,11656,313,4692,597009,578049.35
1015,Employee_1015,2296226,19197,2548,7204,2317971,1931134.8
1016,Employee_1016,356142,11478,4082,7953,371702,360737.8
1017,Employee_1017,1418612,21656,2200,4131,1442468,1314174.6
1018,Employee_1018,1205171,28276,4594,1993,1238041,1154095.0
1019,Employee_1019,1598702,10719,3290,4642,1612711,1437471.4
1020,Employee_1020,533005,19141,4156,8741,556302,535702.95
1021,Employee_1021,275518,12588,2009,9829,290115,280286.0
1022,Employee_1022,2622114,25061,7952,9307,2655127,2166800.2
1023,Employee_1023,473866,10596,2047,3543,486509,474170.35
1024,Employee_1024,2934156,25232,9479,9213,2968867,2386563.5
1025,Employee_1025,2248045,12220,7724,5062,2267989,1896196.3
1026,Employee_1026,860626,17236,6522,7692,884384,839977.2
1027,Employee_1027,533259,22280,9216,3747,564755,548884.25
1028,Employee_1028,2349664,18634,5714,5954,2374012,1971444.6
1029,Employee_1029,2115396,28345,2099,9278,2145840,1811313.5
1030,Employee_1030,1530069,23129,4225,3921,1557423,1403213.8
1031,Employee_1031,2453971,19420,8064,3855,2481455,2048989.5
1032,Employee_1032,2511485,27996,2963,5813,2542444,2092296.6
1033,Employee_1033,2079972,29232,7547,2383,2116751,1798112.3
1034,Employee_1034,1034019,12356,8803,8191,1055178,990563.7
1035,Employee_1035,2924644,22383,1957,9617,2948984,2371386.7
1036,Employee_1036,2311595,23700,9170,9656,2344465,1948579.5
1037,Employee_1037,348889,27426,293,7708,376608,366440.9
1038,Employee_1038,2198248,28435,8660,2423,2235343,1880847.6
1039,Employee_1039,1250043,15245,7259,7835,1272547,1173251.6
1040,Employee_1040,1199773,19190,1804,8466,1220767,1131985.6
1041,Employee_1041,2381954,16897,6010,3814,2404861,1994657.8
1042,Employee_1042,993282,27460,3825,7901,1024567,966955.3
1043,Employee_1043,1409943,21023,2273,4238,1433239,1306557.8
1044,Employee_1044,2984807,17512,6323,7258,3008642,2414045.0
1045,Employee_1045,811166,23065,7777,3109,842008,807004.7
1046,Employee_1046,2360594,19492,6003,7561,2386089,1978548.9
1047,Employee_1047,1082598,28760,2804,4836,1114162,1046515.7
1048,Employee_1048,2161982,21145,6521,9279,2189648,1839818.1
1049,Employee_1049,2011505,23530,8587,5206,2043622,1742388.4
1050,Employee_1050,1100429,14344,7222,8797,1121995,1047050.3500000001
1051,Employee_1051,774863,25271,2657,9422,802791,765617.0
1052,Employee_1052,678501,16401,7804,3953,702706,679437.75
1053,Employee_1053,432443,21531,5285,7769,459259,444603.6
1054,Employee_1054,2315296,28584,7676,1113,2351556,1963551.4
1055,Employee_1055,1173579,17212,7214,4048,1198005,1116838.05
1056,Employee_1056,2574655,11919,2897,3974,2589471,2122231.4
1057,Employee_1057,2637776,24602,9665,7760,2672043,2180050.7
1058,Employee_1058,702689,17388,2365,1911,722442,700025.6
1059,Employee_1059,2881958,28295,6742,1642,2916995,2358743.0
1060,Employee_1060,1902942,13556,3982,1816,1920480,1656586.8
1061,Employee_1061,1260485,16019,4437,9279,1280941,1178677.6
1062,Employee_1062,1592772,21509,1554,4952,1615835,1442585.2
1063,Employee_1063,2328491,28211,2158,9793,2358860,1959872.3
1064,Employee_1064,1878959,24131,7610,2793,1910700,1651936.3
1065,Employee_1065,2037516,28776,6374,4450,2072666,1765049.0
1066,Employee_1066,2134783,21386,6424,9976,2162593,1820254.9
1067,Employee_1067,1128532,26688,6917,1065,1162137,1090754.65
1068,Employee_1068,2573747,17932,9438,5391,2601117,2130770.5
1069,Employee_1069,2006777,24645,9293,2923,2040715,1742971.0
1070,Employee_1070,1961973,19550,6235,7847,1987758,1699448.6
1071,Employee_1071,585914,22499,1984,7427,610397,588575.1
1072,Employee_1072,781350,26482,7738,5990,815570,780671.2
1073,Employee_1073,1235110,14923,7897,9856,1257930,1159472.6
1074,Employee_1074,2520895,13295,4608,1812,2538798,2089335.1
1075,Employee_1075,1273100,15810,6141,2399,1295051,1196803.8
1076,Employee_1076,1976951,21417,8841,4437,2007209,1717034.4
1077,Employee_1077,1946160,21797,1257,7361,1969214,1687627.9
1078,Employee_1078,1345663,29186,4047,1436,1378896,1267518.0
1079,Employee_1079,2071749,25443,9285,6252,2106477,1785914.8
1080,Employee_1080,2229794,20380,4741,1022,2254915,1893532.5
1081,Employee_1081,1734027,26459,8232,3059,1768718,1552981.3
1082,Employee_1082,2620687,16755,5414,3926,2642856,2161099.7
1083,Employee_1083,203684,19669,5913,5543,229266,223723.0
1084,Employee_1084,232500,25219,1135,7627,258854,251227.0
1085,Employee_1085,1850383,11309,7776,9072,1869468,1612948.3
1086,Employee_1086,1670782,28940,8296,6949,1708018,1507345.6
1087,Employee_1087,2670934,14927,3549,8203,2689410,2188862.1
1088,Employee_1088,317594,14929,1862,4420,334385,328992.2
1089,Employee_1089,2948146,16274,503,4843,2964923,2385485.3
1090,Employee_1090,2940665,21419,4961,3413,2967045,2389944.2
1091,Employee_1091,2871702,28869,4219,9539,2904790,2342474.7
1092,Employee_1092,1482263,28471,3361,8738,1514095,1368232.2
1093,Employee_1093,762576,12406,6896,2352,781878,752578.8
1094,Employee_1094,716124,27612,5986,5097,749722,722414.0
1095,Employee_1095,2730983,19089,583,4185,2750655,2237000.2
1096,Employee_1096,1113609,21005,6334,1860,1140948,1071096.55
1097,Employee_1097,1220285,10237,8855,1351,1239377,1152198.0
1098,Employee_1098,559158,26478,1972,5047,587608,569504.5
1099,Employee_1099,636734,19196,1355,1344,657285,639036.55
1100,Employee_1100,454203,18302,9246,2380,481751,471198.55
1101,Employee_1101,520436,12395,1534,3838,534365,519428.5
1102,Employee_1102,1331075,28006,8444,7563,1367525,1252058.2
1103,Employee_1103,734311,12113,913,7852,747337,715962.6
1104,Employee_1104,1583780,22944,843,3676,1607567,1438504.1
1105,Employee_1105,1442204,25157,3515,5297,1470876,1336435.2
1106,Employee_1106,1032660,20822,485,8990,1053967,990005.25
1107,Employee_1107,2517675,15819,4778,1138,2538272,2090398.1
1108,Employee_1108,666518,22182,4974,5798,693674,669301.4
1109,Employee_1109,1052648,18224,1244,8420,1072116,1005612.2
1110,Employee_1110,2455442,23721,3516,6731,2482679,2048260.6
1111,Employee_1111,2300650,29762,4003,2040,2334415,1950979.1
1112,Employee_1112,914855,23477,8649,5136,946981,899494.6
1113,Employee_1113,2850103,21671,7769,2157,2879543,2330024.4
1114,Employee_1114,194962,16285,8963,3394,220210,216816.0
1115,Employee_1115,1164658,26065,120,8167,1190843,1107959.3
1116,Employee_1116,1524436,25440,3142,7780,1553018,1396964.6
1117,Employee_1117,391500,20254,1926,3100,413680,405908.7
1118,Employee_1118,464265,17833,6894,2553,488992,477881.05
1119,Employee_1119,2918142,28512,3640,3330,2950294,2380429.4
1120,Employee_1120,1581282,28198,6888,7145,1616368,1442772.0
1121,Employee_1121,2398668,14202,3404,4953,2416274,2000699.4
1122,Employee_1122,1920475,26045,6298,8674,1952818,1676112.1
1123,Employee_1123,1264969,20751,2646,6079,1288366,1188764.0
1124,Employee_1124,2738847,16996,8282,3803,2764125,2246183.3
1125,Employee_1125,641337,14222,6788,4329,662347,640611.75
1126,Employee_1126,2021057,20275,6533,8268,2047865,1741320.0
1127,Employee_1127,737272,14032,6172,2905,757476,730226.6
1128,Employee_1128,1458388,14664,1739,6468,1474791,1336297.6
1129,Employee_1129,2750431,14054,405,8435,2764890,2241204.2
1130,Employee_1130,1082923,13263,6275,2422,1102461,1036659.3
1131,Employee_1131,901846,11909,1484,3831,915239,871075.0
1132,Employee_1132,1616485,27977,324,3444,1644786,1466299.3
1133,Employee_1133,1238625,21421,8889,4396,1268935,1175036.2
1134,Employee_1134,1280035,21464,6995,9193,1308494,1201895.0
1135,Employee_1135,1038128,23059,9606,4043,1070793,1009589.9
1136,Employee_1136,1695671,20495,6768,7879,1722934,1514323.3
1137,Employee_1137,2839584,21660,2682,3725,2863926,2317521.2
1138,Employee_1138,2000858,26111,5463,3810,2032432,1736725.7
1139,Employee_1139,2912242,27066,9653,5319,2948961,2377073.5
1140,Employee_1140,791171,15025,3227,8896,809423,771087.2
1141,Employee_1141,1805686,24292,1576,7438,1831554,1591937.4
1142,Employee_1142,229553,23480,7002,3529,260035,256506.0
1143,Employee_1143,2380312,10923,9165,2497,2400400,1991059.9
1144,Employee_1144,2425862,10846,6108,3703,2442816,2019522.0
1145,Employee_1145,1957526,27746,8223,8678,1993495,1705092.3
1146,Employee_1146,2015027,24814,2055,4851,2041896,1741920.4
1147,Employee_1147,1695481,28939,7158,3854,1731578,1526932.3
1148,Employee_1148,2353599,29849,1899,4597,2385347,1984100.6
1149,Employee_1149,2382021,17747,2888,1225,2402656,1995958.3
1150,Employee_1150,1491221,13186,1257,1418,1505664,1365750.4
1151,Employee_1151,2753721,21267,5925,4601,2780913,2258418.2
1152,Employee_1152,1750814,13427,8777,6790,1773018,1548350.7
1153,Employee_1153,1027119,19687,4709,7863,1051515,988877.8
1154,Employee_1154,1014792,10469,5704,8138,1030965,969752.6
1155,Employee_1155,1836564,13457,9327,8427,1859348,1607153.7
1156,Employee_1156,2114532,15777,8356,8778,2138665,1803020.6
1157,Employee_1157,1404114,20172,6830,5876,1431116,1303051.2
1158,Employee_1158,1602676,16882,3071,8233,1622629,1442671.9
1159,Employee_1159,1642811,11344,3653,1175,1657808,1472693.8
1160,Employee_1160,2391197,22515,5313,9312,2419025,2000760.0
1161,Employee_1161,524692,29978,2459,5483,557129,540288.45
1162,Employee_1162,210606,28621,8415,1146,247642,246496.0
1163,Employee_1163,2108391,15167,6632,7479,2130190,1798204.1
1164,Employee_1164,1955842,24744,3674,9875,1984260,1696530.2
1165,Employee_1165,254276,14124,9323,2573,277723,275150.0
1166,Employee_1166,1825685,17183,9939,8456,1852807,1603663.8
1167,Employee_1167,593243,16159,8472,3713,617874,599075.25
1168,Employee_1168,2761893,27022,7292,6887,2796207,2268564.5
1169,Employee_1169,534990,15298,9238,4467,559526,542847.6
1170,Employee_1170,1021250,11724,6492,9308,1039466,975996.7
1171,Employee_1171,1816004,25777,6719,4326,1848500,1607357.1
1172,Employee_1172,2441214,20200,5994,7184,2467408,2036061.6
1173,Employee_1173,1739338,14608,4281,7145,1758227,1537996.3
1174,Employee_1174,142725,15146,5318,3172,163189,160017.0
1175,Employee_1175,2387289,13087,2342,2919,2402718,1992909.7
1176,Employee_1176,1547893,25880,545,6896,1574318,1412890.6
1177,Employee_1177,2512633,19986,2549,6048,2535168,2084565.4
1178,Employee_1178,567013,22406,4586,7855,594005,572570.05
1179,Employee_1179,480545,22534,7499,2379,510578,498796.8
1180,Employee_1180,1833431,10149,5261,7000,1848841,1600233.4
1181,Employee_1181,2855968,26786,6796,7162,2889550,2333558.8
1182,Employee_1182,2714642,28107,1819,1115,2744568,2238514.7
1183,Employee_1183,2730555,18085,9151,6321,2757791,2239558.2
1184,Employee_1184,2482589,17790,7994,9850,2508373,2061348.1
1185,Employee_1185,1120758,22180,7990,8054,1150928,1073561.8
1186,Employee_1186,1079123,20594,8005,1235,1107722,1043417.8
1187,Employee_1187,1681242,23010,9519,4855,1713771,1511687.7
1188,Employee_1188,2346526,14690,3127,2298,2364343,1967149.1
1189,Employee_1189,2185254,13230,7875,7002,2206359,1851418.3
1190,Employee_1190,2123051,14518,5555,2953,2143124,1811589.2
1191,Employee_1191,1545776,25901,5330,8933,1577007,1412742.2
1192,Employee_1192,1570078,19493,5220,5702,1594791,1426499.6
1193,Employee_1193,344051,23101,2454,1517,369606,365763.75
1194,Employee_1194,2403531,18184,6485,4012,2428200,2011183.2
1195,Employee_1195,655038,26857,3195,6699,685090,660479.35
1196,Employee_1196,1150485,10589,2543,7372,1163617,1083290.8
1197,Employee_1197,2112481,17482,9547,4013,2139510,1808888.6
1198,Employee_1198,2016188,16481,375,1956,2033044,1736119.1
1199,Employee_1199,2472174,29478,417,2849,2502069,2067442.7
1200,Employee_1200,668687,21180,3263,8291,693130,666241.5
1201,Employee_1201,2934329,20890,1967,1182,2957186,2385115.2
1202,Employee_1202,374106,28543,4098,4372,406747,398464.8
1203,Employee_1203,1611662,24911,6045,9867,1642618,1457438.9
1204,Employee_1204,1922486,23278,8630,5091,1954394,1679968.2
1205,Employee_1205,2998531,28696,2010,3141,3029237,2435933.7
1206,Employee_1206,1159609,17529,9527,7228,1186665,1104066.6
1207,Employee_1207,2819033,28976,2473,9481,2850482,2304549.2
1208,Employee_1208,516258,16997,1702,7262,534957,516797.0
1209,Employee_1209,2018832,20329,1790,6050,2040951,1738714.4
1210,Employee_1210,1110563,18812,5432,8073,1134807,1059334.75
1211,Employee_1211,1627012,27932,5206,3750,1660150,1476734.6
1212,Employee_1212,2414373,23516,2325,5860,2440214,2019344.6
1213,Employee_1213,922200,29306,1730,2378,953236,908465.0
1214,Employee_1214,200435,23097,4130,2284,227662,225378.0
1215,Employee_1215,2218772,14764,2818,4773,2236354,1875104.0
1216,Employee_1216,1794294,11279,3271,5725,1808844,1573849.5
1217,Employee_1217,1545478,21117,5028,4088,1571623,1412383.2
1218,Employee_1218,1108551,17632,8814,4385,1134997,1063007.25
1219,Employee_1219,1333611,11448,724,8234,1345783,1230682.0
1220,Employee_1220,1958712,17682,5115,3501,1981509,1698859.9
1221,Employee_1221,2211271,19827,4795,1947,2235893,1879126.2
1222,Employee_1222,2252322,15042,9452,5041,2276816,1903242.8
1223,Employee_1223,1732863,24376,5225,1848,1762464,1549189.6
1224,Employee_1224,894258,26104,3475,5342,923837,878721.7
1225,Employee_1225,2763778,20039,4583,6532,2788400,2261359.7
1226,Employee_1226,595641,26117,8063,5362,629821,609273.8
1227,Employee_1227,810002,21764,7828,1187,839594,806624.0
1228,Employee_1228,2094982,24295,3,1159,2119280,1799625.5
1229,Employee_1229,317415,18206,3631,5626,339252,332573.7
1230,Employee_1230,2841558,22442,5132,6213,2869132,2318912.0
1231,Employee_1231,2106126,28122,8756,1056,2143004,1817483.4
1232,Employee_1232,805874,20788,4821,4402,831483,796011.5
1233,Employee_1233,257392,21215,7449,6581,286056,279475.0
1234,Employee_1234,417563,26976,5400,4415,449939,439375.85
1235,Employee_1235,2390597,21212,8956,7955,2420765,2002944.1
1236,Employee_1236,734421,28889,2506,1354,765816,740769.3
1237,Employee_1237,1849167,19732,2635,3811,1871534,1622182.4
1238,Employee_1238,201999,17362,292,7438,219653,212215.0
1239,Employee_1239,2932755,24695,8020,3524,2965470,2389713.5
1240,Employee_1240,2168155,24284,9384,4907,2201823,1853654.3
1241,Employee_1241,2475431,21627,648,4415,2497706,2060467.3
1242,Employee_1242,2286139,26026,2609,2379,2314774,1935770.6
1243,Employee_1243,2999142,24850,567,2015,3024559,2432631.3
1244,Employee_1244,1254032,15558,3178,9275,1272768,1172051.0
1245,Employee_1245,407147,29631,8540,6430,445318,433103.65
1246,Employee_1246,2843086,23266,22,2894,2866374,2320547.6
1247,Employee_1247,1537438,20399,4331,9441,1562168,1400196.3
1248,Employee_1248,322857,23311,404,8472,346572,336936.95
1249,Employee_1249,2068126,14672,6517,4301,2089315,1772621.1
1250,Employee_1250,1435297,26505,8612,7204,1470414,1334428.2
1251,Employee_1251,1966049,17613,7238,4264,1990900,1704649.9
1252,Employee_1252,2797040,21797,2034,2420,2820871,2288728.8
1253,Employee_1253,1935097,26199,4837,2975,1966133,1691177.8
1254,Employee_1254,1375732,21674,2128,2199,1399534,1281763.0
1255,Employee_1255,1783235,19448,5911,1070,1808594,1580780.2
1256,Employee_1256,2920583,27219,2081,4897,2949883,2378186.8
1257,Employee_1257,242145,10639,6748,4534,259532,254998.0
1258,Employee_1258,1955364,11193,1252,2178,1967809,1688646.2
1259,Employee_1259,2917596,21514,6694,5415,2945804,2373102.0
1260,Employee_1260,476403,17933,8303,6339,502639,487064.7
1261,Employee_1261,590532,19957,61,8473,610550,587547.35
1262,Employee_1262,906393,22411,3479,2389,932283,888906.8
1263,Employee_1263,544367,17150,4724,2614,566241,551172.45
1264,Employee_1264,1324556,15190,7149,2444,1346895,1238110.0
1265,Employee_1265,1510382,15372,2943,9284,1528697,1375415.5
1266,Employee_1266,1663462,29011,5487,3603,1697960,1503672.3
1267,Employee_1267,218483,17468,3707,7593,239658,232065.0
1268,Employee_1268,2143326,28165,1506,9866,2172997,1829681.4
1269,Employee_1269,603602,23336,1998,4290,628936,609366.0
1270,Employee_1270,1249878,25076,4698,3725,1279652,1185011.8
1271,Employee_1271,1504609,14279,7401,9419,1526289,1373267.0
1272,Employee_1272,1848966,23553,6948,2004,1879467,1630688.8
1273,Employee_1273,1085703,21663,8303,4241,1115669,1047327.1000000001
1274,Employee_1274,477496,16954,887,9400,495337,477017.85
1275,Employee_1275,365744,29699,7811,9994,403254,389582.25
1276,Employee_1276,118829,18950,372,8056,138151,130095.0
1277,Employee_1277,1366411,24154,176,4892,1390741,1272531.6
1278,Employee_1278,924094,10696,5354,3300,940144,893899.2
1279,Employee_1279,924693,14493,5365,9885,944551,891660.2
1280,Employee_1280,1795470,27497,8136,2009,1831103,1598012.2
1281,Employee_1281,2593260,21938,367,5617,2615565,2141859.9
1282,Employee_1282,1940860,27833,4729,2744,1973422,1697001.3
1283,Employee_1283,213334,28462,8304,2022,250100,248078.0
1284,Employee_1284,1443322,15256,9254,6215,1467832,1331101.8
1285,Employee_1285,290160,23331,2279,6803,315770,308967.0
1286,Employee_1286,2044113,25181,3405,2565,2072699,1765878.6
1287,Employee_1287,2745329,15205,7311,2417,2767845,2249636.0
1288,Employee_1288,2801572,23093,1042,9706,2825707,2285216.8
1289,Employee_1289,2523392,20548,1484,9384,2545424,2088577.2000000002
1290,Employee_1290,1771463,27749,2821,4742,1802033,1575005.8
1291,Employee_1291,2140175,21209,8852,2186,2170236,1833341.9
1292,Employee_1292,2725602,19105,2468,4376,2747175,2234378.0
1293,Employee_1293,385553,28119,8357,9589,422029,407744.5
1294,Employee_1294,653225,28851,3198,7637,685274,659815.85
1295,Employee_1295,2320038,25742,9938,4417,2355718,1962308.2
1296,Employee_1296,910309,16963,4888,7187,932160,883453.3
1297,Employee_1297,2043297,11780,3646,4258,2058723,1750382.1
1298,Employee_1298,1659884,27163,9833,3325,1696880,1502639.9
1299,Employee_1299,2212517,27455,7729,9834,2247701,1881793.2
1300,Employee_1300,1076066,29790,240,7677,1106096,1036973.1
1301,Employee_1301,664574,16754,9175,6374,690503,665441.55
1302,Employee_1302,2004218,12606,8868,3711,2025692,1728055.2
1303,Employee_1303,427164,28002,3984,5822,459150,446770.6
1304,Employee_1304,1783954,29466,7379,9768,1820799,1583631.1
1305,Employee_1305,2047268,22670,4715,4217,2074653,1764841.1
1306,Employee_1306,1432507,25280,9749,1625,1467536,1337459.8
1307,Employee_1307,2607384,21780,6331,3232,2635495,2158148.5
1308,Employee_1308,2225932,29290,1541,8228,2256763,1890293.1
1309,Employee_1309,507759,21107,4973,8931,533839,514271.4
1310,Employee_1310,1549536,24636,443,6057,1574615,1413564.3
1311,Employee_1311,917072,19067,2418,7023,938557,889585.0
1312,Employee_1312,709907,17332,1263,3035,728502,704350.0
1313,Employee_1313,2916472,14464,3909,5046,2934845,2363684.7
1314,Employee_1314,673559,21761,2081,4552,697401,674067.0
1315,Employee_1315,1168079,28612,6758,8346,1203449,1118877.45
1316,Employee_1316,1270837,29424,6931,3779,1307192,1207859.4
1317,Employee_1317,2662247,14569,4849,3083,2681665,2188453.2
1318,Employee_1318,732901,13788,632,4325,747321,719642.7
1319,Employee_1319,1412742,29942,8491,3140,1451175,1323788.4
1320,Employee_1320,1543834,16198,2862,7396,1562894,1401489.2
1321,Employee_1321,2226875,13396,5177,8291,2245448,1877541.4
1322,Employee_1322,2882577,13088,2072,5923,2897737,2336419.3
1323,Employee_1323,995009,22667,1266,9675,1018942,959639.5
1324,Employee_1324,1104114,11057,2692,5452,1117863,1046390.1000000001
1325,Employee_1325,2017276,20548,2751,2310,2040575,1742256.9
1326,Employee_1326,1271621,22886,2265,3663,1296772,1198331.8
1327,Employee_1327,151204,10235,987,9069,162426,153357.0
1328,Employee_1328,2863733,16208,5331,3350,2885272,2331202.8
1329,Employee_1329,2216303,22587,9553,3402,2248443,1887284.2
1330,Employee_1330,2956770,14350,7930,8808,2979050,2390832.0
1331,Employee_1331,1184853,19333,5536,2464,1209722,1128699.65
1332,Employee_1332,2510640,14214,5686,1434,2530540,2084208.2
1333,Employee_1333,281164,10610,555,9794,292329,282535.0
1334,Employee_1334,1343159,26924,4685,1847,1374768,1263352.2
1335,Employee_1335,1410438,21474,4191,4242,1436103,1308935.2
1336,Employee_1336,2780187,20402,4294,7583,2804883,2271955.7
1337,Employee_1337,1326341,26027,5623,1419,1357991,1250179.2
1338,Employee_1338,2432566,13386,4923,9113,2450875,2020515.3
1339,Employee_1339,910971,21341,6736,6243,939048,891034.3
1340,Employee_1340,1731107,29925,3162,2310,1764194,1551603.3
1341,Employee_1341,2879766,12935,7268,6658,2899969,2337200.8
1342,Employee_1342,2285297,10746,7524,4494,2303567,1921226.7
1343,Employee_1343,863620,17867,2204,3449,883691,843659.6
1344,Employee_1344,1413357,20067,4735,5623,1438159,1308917.6
1345,Employee_1345,2965417,20248,4012,1163,2989677,2407685.3
1346,Employee_1346,1979484,12299,8466,7666,2000249,1706198.0
1347,Employee_1347,480979,12986,828,3267,494793,482435.65
1348,Employee_1348,1740920,19714,2019,8468,1762653,1541303.3
1349,Employee_1349,2123884,19102,5667,2307,2148653,1817480.7
1350,Employee_1350,298533,28520,690,2490,327743,325253.0
1351,Employee_1351,588370,19802,4403,4152,612575,593784.35
1352,Employee_1352,1114838,29584,2817,7137,1147239,1072453.75
1353,Employee_1353,1572448,12465,432,9084,1585345,1414397.0
1354,Employee_1354,2961533,12117,9738,3804,2983388,2398202.7
1355,Employee_1355,1036555,29320,7002,4166,1072877,1012177.45
1356,Employee_1356,314812,24415,7132,5118,346359,340143.8
1357,Employee_1357,1728006,11608,7474,7566,1747088,1528878.0
1358,Employee_1358,1429590,27325,5794,6395,1462709,1329237.2
1359,Employee_1359,1422116,26754,8220,7943,1457090,1323079.8
1360,Employee_1360,2872407,24197,1291,2056,2897895,2343729.6
1361,Employee_1361,2126258,10397,8389,3961,2145044,1810688.9
1362,Employee_1362,2414693,23135,9130,3568,2446958,2026243.1
1363,Employee_1363,1176333,17014,2761,6925,1196108,1112318.9
1364,Employee_1364,416817,25455,1150,7178,443422,430345.65
1365,Employee_1365,2625849,13323,5031,4458,2644203,2160481.0
1366,Employee_1366,2719162,21143,5480,1291,2745785,2237101.4
1367,Employee_1367,2457125,10347,831,2140,2468303,2038776.2
1368,Employee_1368,1222548,13982,8804,6172,1245334,1152891.6
